index,ID
 MINDA [MATHEA OLAVA] f. Olsen RAMM,peMRa
 ALBERT [ADAM] RANFT,peAlR
 [PAUL] AUGUST RASMUSSEN,peAR
" VIKTOR [MORITZ KARL] HERZOG VON, Fürst von Corvey, Prinz zu Hohenlohe-Waldenburg-Schillingsfürst RATIBOR",peVHvR
 NIELS [CHRISTIAN THEOBALD] RAVNKILDE,peNR
 CATHERINE RAY,peCRay
 MAXIMILIAN RECK,peMRe
 ERNST [FREDERIK VILHELM] VON DER RECKE,peEReck
 MARIE REDWITZ,peMRed
 OSKAR REDWITZ,peORed
 IMMANUEL RÉE,peIR
 EMIL REICH,peER
 A.C.P. REIERSEN,peACPR
 frøken REIERSEN,peReiers
 HALVOR C. REIERSEN,peHCR
 JENS AARUP REIMANN,peJAR
 LOVISE f. Larsen REIMANN,peFLR
 [HIERONYMUS] ARNOLDUS REIMERS,peARei
 GEORG REIMERS,peGR
 [PETRA] SOPHIE [ALETTE CHRISTINE] REIMERS,peSR
 CARL FRIEDRICH REISER,peCFR
 RÉJANE (Gabrielle Charlotte Réju),peGRe
 ERNEST RENAN,peERe
 ANNA [WILHELMINA] HIERTA- RETZIUS,peAHR
 [MAGNUS] GUSTAF RETZIUS,peMGRe
 HANS [HENRIK] REUSCH,peHaRe
 [ALBERT KARL] THEODOR REUSS,peTRe
 SOPHIE [AMALIA] RIBBING,peSRi
 [ERNST] CHRISTIAN RICHARDT,peECR
 OLE [JØRGENSEN] RICHTER,peORi
 HANS RIDDERVOLD,peHRi
 JULIUS RIDDERVOLD,peJRi
 WILHELM HEINRICH RIEHL,peHWR
 FANNY [EVELINA] RIIS,peFRi
 CHRISTEN RIIS-KNUDSEN,peCRKn
 CHRISTIAN VILHELM RIMESTAD,peCRi
 PEDER RINDE,pePRi
 ELLEF RINGNES,peERi
 ADELAIDE RISTORI,peARi
 CARL RITTER,peCaRi
 ERIK NICOLAJ RITZAU,peENR
 ELIZABETH ROBINS,peERo
 HENRYK [HIPOLIT] RODAKOWSKI,peHRo
 FREDERIK RODE,peFR
 GOTFRED [BENJAMIN] RODE,peGRo
 HELGE RODE,peHeRo
 OVE RODE,peORode
 JULIUS (til 1855: Julius Levy) RODENBERG,peJRo
 JUSTINIA f. Schiff RODENBERG,peJuR
 VON ROEPERT,pevR
 NIELS GIERTSEN ROGSTAD,peNGR
 [PEDER] CHRISTIAN ROHDE,peCRo
 [FERDINAND] AUGUST ROJAHN,peFARo
 [JOHAN] NORDAHL [BRUN] ROLFSEN,peNRo
 ROMAIN ROLLAND,peRR
 ROSA,peRosa
 WILHELM ROSCHER,peWiRo
 CARL [FREDERIK VILHELM MATHILDUS] ROSENBERG,peCR
 KNUD [MARIUS] ROSENDAHL,peKMR
 VILHELM [JACOB] ROSENSTAND,peVJR
 CHRISTIAN MEYER ROSS,peCMR
 HANS [MATTHIAS ELISÆUS] ROSS,peHMER
 ERNESTO ROSSI,peErR
 PELLEGRINO DE ROSSI,pePdR
 KRISTEN ROVSING,peKR
 MARIE [NICOLINA THEODORA] f. Schack ROVSING,peMR
 ALBERT RUBENSON,peARub
 MAURITZ RUBENSON,peMRu
 GEORGE ALLEN RUDD,peRudd
 JANE STUART f. Porter RUDD,peRu
 JULIE RUHKOPF,peJR
 WALTER [MAGNUS] RUNEBERG,peWMR
 OLAV [GEORG MARTINIUS] RUSTEN (fra 1890-årene: RUSTI),peORus
 [ABRAHAM] VIKTOR RYDBERG,peVR
 [JULIUS] WILHELM RYDBERG,peWiR
 [NILS] MATHIAS RYE,peMRy
 FRØKEN RYE,peRye
 EVALD RYGH,peEvald
 OLUF RYGH,peORy
 JOHAN HERMAN RÖSSING,peJHRo
 ANNA (Johanna Cornelia Sophia) f. Sablairolles RÖSSING-SABLAIROLLES,peARS
 UGO SACCENTI,peUgS
 FREDERIK THEOCAR SALICATH,peFTSa
 OSKAR SALICATH,peOSa
 ISAAC SALMONSEN,peIS
 MARTIN SALOMONSEN,peMSa
 GEORGE (eg. Louise Aurore Dudevant f. Dupin) SAND,peSand
 JENNY (BJØRNSON) f. Dahl SANDBERG,peJeSa
 [JOHAN] ERNST [WELHAVEN] SARS,peJES
 GEORG OSSIAN SARS,peOSar
 THEODORE DE SAUSSURE,peTdS
 ALBERT SAVINE,peASa
 JEAN BAPTISTE SAY,peJeBS
 BERENT [HENRIK WILHELM] SCHANCHE,peBHWS
 SOPHUS [CHRISTIAN FREDERIK] SCHANDORPH,peSS
 JOHAN SCHARFFENBERG,peJSch
 [CARL] HENRIK SCHARLING,peCHSch
 [JOSEPH] VICTOR [VON] SCHEFFELL,peVS
 WILHELMINE HOLMBOE (Wielma Lhombino) SCHENSTRØM,peWHo
 GEORG [SOPHUS FREDERIK] SCHEPELERN,peGSche
 LUDWIG S. SCHEEFFER,peDSchee
 WILHELM SCHERER,peWSch
 CHRISTOPH GOTTLIEB ADOLF FREIHERR VON SCHEURL,peCFvS
 AMANDUS [THEODOR] SCHIBSTED,peASch
 [PETER] CHRISTIAN SCHIERBECK,pePCS
 [JOHANN CHRISTOPH] FRIEDRICH VON SCHILLER,peFSch
 ADOLF SCHIRMER,peASchi
 ELSE SCHIRMER,peElSc
 OSKAR EMIL SCHIØTZ,peOES
 MATHILDE f. Dunker SCHJØTT,peMSc
 EDUARD SCHLEICH,peESchl
 PAUL (pseud. Horatio) SCHLENTHER,pePS
 fru SCHLESINGER,peSchl
 HANS SCHLYTTER,peHS
 ADELHEID SCHMIDT,peAdSch
 AUGUSTE f. Haßlacher SCHMIDT,peAuSc
 EMILIE AMALIA f. Jensen SCHMIDT,peEASc
 [FRANZ] ERICH SCHMIDT,peErSc
 herr SCHMIDT,peSchm
 LUDWIG HEINRICH SCHMIDT,peLHS
 MAXIMILIAN (fra 1898 arvelig æresnavn: Waldschmidt) SCHMIDT,peMSch
 OSWALD SCHMIDT,peOSch
 [PETER CARL] RUDOLPH SCHMIDT,peRS
 RIA f. Claassen SCHMUJLOW-CLAASSEN,peRSC
" MARTIN SCHNEEKLOTH 
",peMS
 [GERHARD] AUGUST SCHNEIDER,peASchnei
 BALTHAZAR SCHNITLER,peBS
 DIDERIK THOMAS JOHANNES SCHNITLER,peDJTS
 LUDVIG ABELIN SCHOU,peLASc
 OLAF [FREDRIK] SCHOU,peOSc
 [EDELE] CHRISTIANE [MARGRETA] SCHREIBER,peChS
 EMIL [THEODOR] SCHREINER,peESch
 THOMAS [WIBORG] SCHREINER,peThSch
 HANS [FREDERIK LUDVIG] SCHRØDER,peHSch
 LUDVIG [PETER] SCHRØDER,peLPS
 RICHARD [MARTIN] SCHRØDER,peRiSch
 FRIEDRICH KARL SCHUBERT,peFKS
" OLE CARELIUS SCHULERUD 
",peOS
 PETER SCHULERUD,pePSch
 CHRISTIAN FREDERIK SCHWARTZKOPF,peCFS
 WILHELM FREIHERR VON SCHWARZ-SENBORN,peWSS
 ANTON MARTIN(IUS) SCHWEIGAARD,peAMS
 CHRISTIAN [HOMAN] SCHWEIGAARD,peCHS
 AUGUST KARL HEINRICH VON SCHWEINITZ,peAvonS
 FRU PHILIPP SCHWEITZER,peSchw
 PHILIPP SCHWEITZER,pePSchw
 EDVARD SCHØNBERG,peEdS
 [MAREN CAROLINE] HENRIETTE SCHØNBERG [ERKEN],peHSE
 WILHELMINE SCHØNBERG,peWS
 FREDERIK [CHRISTIAN] (FRITZ) SCHÜBELER,peFCSch
 SCHØLL,peSch
 LOTTEN [JENNY ANNE-MARIE] SEELIG,peLSee
 JENS [ANDREAS LUDVIG] SELMER,peJSel
 JOHAN [PETER] SELMER,peJoS
 LEONORA (Eleonora Josephine) f. Nielsen SELMER,peLSe
 LUCIUS ANNAEUS SENECA d.y.,peLASe
 CHARLES LÉON DE SERVINS DHÉRICOURT,peCSH
 WILLIAM SHAKESPEARE,peWiS
 GEORG [CHRISTIAN] SIBBERN,peGS
 [LUDVIG FREDERIK] GABRIEL SIBBERN,peLFGS
 CARL NICOLAI JENSEN SICHLAU,peCNJS
 PETER FRIEDRICH SIEBOLD,pePFS
 SIGURD 1. Magnusson JORSALFARE,peSJors
 CHRISTINE [MARIE MAGDALENE] SIEWERS,peCSi
 PETER SIMONSEN,pePeSi
 ANNA [CHRISTINE] f. Nielsen SINDING,peASi
 CHRISTIAN [AUGUST] SINDING,peChrS
 OTTO [LUDVIG] SINDING,peOSi
 SIGMUND SINDING,peSiSi
 STEPHAN [ABEL] SINDING,peSSi
 [NILS ULRIK] ALFRED SINDING-LARSEN (før 1881: Sinding Larsen),peASL
 PER [ERIKSEN] (Peder) SIVLE,pePSi
 EDVARD [OTTO ROSSING] SKARI,peES
 OLAF (Ole) SKAVLAN,peOSk
 MATHIAS [SEVERIN BERNTSEN] SKEIBROK,peMSBS
 [BERTHE] AMALIE f. Alver SKRAM,peASkr
 CHRISTIAN [ERICHSEN] SKREDSVIG,peCSk
 JOHANNES [NILSSON] SKAAR,peJNS
 CARL FRITHJOF SMITH,peCSm
 ERNEST WILLIAM SMITH,peEWS
 MATHILDE [JOSEPHINE] SMITH,peMSm
 [ISAC] FREDRIK SMITT,peIFS
 CARL [JOHAN GUSTAF] SNOILSKY,peCS
 EBBA [FREDRIKA ELEONORA] friherrinne f. Ruuth SNOILSKY,peESn
 ELISABETH [FLORENTINA] SNOILSKY,peElS
 SNORRE STURLASSON,peSnSt
 SOFIE [WILHELMINE MARIANE HENRIETTE] (Sophie; i Sverige Sofia eller Sophia),peDroS
 [PER] AUGUST [FERDINAND] SOHLMAN,peAugSoh
 RUDOLF SOKOLOWSKY,peRSo
 JØRGEN [VALENTIN] SONNE,peJSo
 BOLETTE SONTUM,peBSo
 CAROLINE [EUGENIE] f. Næser SONTUM,peCaSo
 CHRISTIAN [FREDRIK] SONTUM,peChrSo
 CHRISTIAN FREDRIK SONTUM,peCSo
 HELENE [MØLLER] f. Linde SONTUM,peHSo
 SOPHIE [WILHELMINE MARIE LOUISE],peSvSWE
 PAOLO [AGOSTINO] SPERATI,pePSp
 CARLOTTA SPINN,peCaSp
 DIANA SPINOLA,peDSp
 LUIGI DOMENICO SPINOLA,peLDS
 VITTORIA GUERRIERI SPINOLA,peVGSp
 JOSEF SPITHÖVER,peSpi
 DANIEL (pseud. Wiener Spaziergänger) SPITZER,peDaSp
 AUGUST [GEELMUYDEN] SPØRCK,peASp
 GABRIEL [BASTIAN NICOLAI] STABELL,peGBNS
 LUDWIG STAINER,peLSta
 ADELAIDE [PAULINE] f. Berg STANG,peAPSta
 EMIL STANG,peESta
 FREDERIK STANG,peFStang
 M.A. STANGBY,peMAS
 ESTANCE [LOVISE CHRISTI] STEEN,peESte
 [HANS CHRISTIAN] FREDERIK STEEN,peHCFS
 JOHANNES [WILHELM CHRISTIAN] STEEN,peJSte
 KRISTINE [WILHELMINE PETREA] STEEN,peKS
 SØREN SWENSEN STEEN,peSSt
 PETER FREDERIK STEENSBALLE,pePFSt
 [JOHANNES] JAPETUS [SMITH] STEENSTRUP,peJaSte
 CARL [CONSTANTIN HEINRICH] STEFFECK,peCCHS
 GUSTAF [FREDRIK] STEFFEN,peGFS
 HENRICH STEFFENS,peHSt
 LORENZ VON STEIN,peSvL
 ELEONORE VON DEN f. Herzfeld STEINEN,peLvdS
 ANNA/ANNE DOROTHEE f. Lüders STEINHOFF,peADSt
 HANNA (Johanne Christine) STENERSEN,peHSte
 LAURITS (Laurentius Borchsenius) STENERSEN,peLBS
 [KARL] WILHELM [EUGÈNE] STENHAMMAR,peWSt
 GEORGE STEPHENS,peGeSte
 ODDGEIR STEPHENSEN,peOSt
 [FRIEDRICH] ADOLF [ERNST] STERN,peAdSte
 HANS VALDEMAR STHYR,peHVS
 LEO STIEGLITZ,peLSti
 MARY ST JOHN-MILDMAY,peMSJM
 [CARL] EDVARD STJERNSTRÖM,peEStj
 LOUISE (Lovisa Elisabeth) f. Granberg STJERNSTRÖM,peLStj
 JOHAN CHRISTOFFER STOCHHOLM,peJCS
 FERDINAND STOCKENBERG,peFS
 NANNA f. Holmboe STORJOHAN,peNS
 GUSTAV STORM,peGSto
 JOHAN [FREDERIK BREDA] STORM,peJStorm
 ANNA [JACOBINE ROSINE] STOUSLAND,peASto
 HEDVIG (ved dåpen Hedevig Cathrine) f. Ibsen STOUSLAND,peHSto
 HENRIK (eg. Nielsen) STRANDVOLD,peHStra
 DAVID FRIEDRICH STRAUSS,peDFS
 GIOVANNI STRAZZA,peGSt
 [JOHAN] AUGUST STRINDBERG,peASt
 [ADOLPH HEINRICH] ADOLF STRODTMANN,peAS
 fru STRODTMANN,peStrodt
 HERMANN STRUCK,peHStr
 GEORG [FREDRIK NIELSEN] (til ca. 1887: Georg Nielsen) STRØMDAL,peGeS
 PEER OLSEN STRØMME,pePOS
 AMBROSIUS [CHRISTOFFERSEN] STUB,peACS
 PAUL [JENSENIUS] STUB,peJSt
 HEINRICH STÜMCKE,peHeSt
 HERMANN SUDERMANN,peHSu
 GERHARD SUNDT,peGSu
 [LUDWIG] BERNHARD SUPHAN,peBeSu
 BERTHA VON SUTTNER,peBvS
 JOHAN [SEVERIN] SVENDSEN,peJSv
 JAKOB [LIV ROSTED] SVERDRUP,peJLRS
 JOHAN SVERDRUP,peJS
 WILLIAM [FREDERIK BENEDICT PETER] SVERDRUP,peFBPS
 SVERRE SIGURDSSON,peSvSi
 LARS [MAGNUS] SWANSTRÖM,peLS
 EDVARD [MAURITZ] SWARTZ,peESw
 PELLE (Per Adolf) SWEDLUND,pePSw
 [JOHAN] AUGUST SÖDERMAN,peJAS
 WERNER [LEOPOLD] SÖDERSTRÖM,peWSo
 NILS P. SØGAARD,peNPS
 SØRENSEN,peSor
 CATHARINA SØRENSEN,peThS
 EMIL TAUBERT,peET
 ALFRED LORD TENNYSON,peAT
 FRITZ (eg. Johan Frederik) THAULOW,peFrT
 HARALD [CONRAD] THAULOW,peHCTh
 ANDREAS THIELE,peATHi
 JENS [PETER] THIIS,peJT
 GUSTAV [EMIL] THOMASSEN,peGET
 HELGA [MATHEA] f. Clausen THOMMESSEN,peHeTh
 OLA (Olaus Anthon) THOMMESSEN,peOT
 AXEL THORESEN,peAxT
 HANS CONRAD THORESEN,peHaCT
 JOHAN HERMAN THORESEN,peJHT
 [ANNA] MAGDALENE f. Kragh THORESEN,peMT
 MARIE ANTOINETTE f. Olsen THORESEN,peMAT
 MARIE [SOPHIE] THORESEN,peMTh
 THOMAS KRAGH THORESEN,peTK
" CHR. THORKILDSEN 
",peTho
 CARL JULIUS THORNAM,peCJT
 MARCUS [MØLLER] THRANE,peMThr
 HENNING [JUNGHANS] THUE,peHT
 FRITS (Frederik Ferdinand) TILLISCH,peFT
 SAMUEL TINSLEY,peST
 FERDINAND [HETTING] TISCHENDORF,peFHT
 SOPHIE VON f. Gomperz TODESCO,peSTo
 LEV [NIKOLAJEVITSJ] (Leo) TOLSTOJ,peTols
 ZACHARIAS TOPELIUS,peZT
 PETER WESSEL TORDENSKIOLD,pePWT
 SOPHUS [CARL FREDERIK] TORUP,peSoT
 GIUGLIELMO TRAMONTANO,peGT
 LUDWIG TRAUBE,peLT
" HERBERT BEERBOHM (eg. Herbert Draper Beerbohm, fra 1909: sir) TREE",peHBT
 TROITZH (muligens: TROITZSCH),peWT
 SEBASTIANO TURBIGLIO,peSeTu
 [FREDERIK CHRISTIAN] FERDINAND TUTEIN,peFCFT
 [NILS] CHRISTIAN TØNSBERG,peCT
 MAREN DOROTHEA f. Bødtker TØNSBERG,peMDTg
 ALBERT THEODOR TÖTTERMAN,peATT
 KARL [KRISTIAN] UCHERMANN,peKU
 MARTIN [ANDREAS] UDBYE,peMAU
 OLE GABRIEL [GABRIELSEN] UELAND,peOGU
 herr UGGLA,peUgg
 VIGGO ULLMANN,peUll
 INGVALD [MARTIN] UNDSET,peInUn
 CARL RICHARD UNGER,peCRU
 CLARA [HANSINE] f. Hansen URSIN,peCU
 URSULUS,peUrs
 HERMANN (Bamberger) VÁMBÉRY,peHeVa
 HERMANN VARNHAGEN,peHV
 JOHANNA EMILIA f. Palmén VASENIUS,peJEVa
 [GUSTAF] VALFRID VASENIUS,peVaVa
 VALDEMAR VEDEL,peVVe
 ELLEN f. Brodbeck VETTER,peElVe
 FERDINAND (pseud. Friedrich Volker) VETTER,peFV
 JOHAN [LUDVIG NIELS HENRIK] VIBE,peJV
 [FREDERIK] LUDVIG VIBE,peFLV
 OLE VIG,peOVi
 VIKTOR EMANUEL 2. (Vittorio Emanuele),peVikt2
 VILHELM 1.,peVil1
 AASMUND OLAVSSON VINJE,peAOV
 GEORG [JOSEPH] VOGLER,peGV
 HELENE ANDREA f. Ottesen VOGT,peHAV
 NILS VOGT,peNVo
 NILS COLLETT VOGT,peNCV
 [HENRIK LUDVIG] VOLRATH VOGT,peVVo
 ADOLF VOLLMANN,peAVo
 GEORG [HEINRICH] VON VOLLMAR [AUF VELTHEIM],peGvV
 JULIA VON f. Kjellberg VOLLMAR,peJvV
 PETER [CHRISTIANSEN] VOSS,pePCV
 RICHARD VOSS,peRV
 ERIK VULLUM,peEVu
 [ROTA] MARGRETHE f. Lehmann VULLUM,peMaVu
 CARL WACHTMEISTER,peCaWa
 [WILHELM] RICHARD WAGNER,peRWag
" MINA (Abrahamine) g. ENG WAHL 
",peAWE
 FREDRIK MELTZER WALLEM,peFMW
 FRANZ WALLNER,peFWa
 CHRISTOPHER [JOHAN] WALLROTH,peCWa
 FERDINAND WALTER,peFeWa
 CARL B. WALTZ,peCBW
 JENS [WALDEMAR] WANG,peJWa
 KARL [JOHAN] WARBURG,peKWa
 W. BARON VON WARBURG,peWBW
 ROBERT WATT [vat],peRW
 ANTOINE WATTEAU,peAnWa
 JOHANN JAKOB WEBER,peJJW
 [JOHAN CASPAR] HERMAN [NICOLAI] WEDEL-JARLSBERG,peWed
 MIMI (Mathilde) f. Meyer WEDEL-JARLSBERG,peMWJ
 ANDREA f. Bagge WEGENER,peAWeg
 PHILIP WEILBACH,pePW
" HERMANN WEISS 
",peHWe
 JOACHIM [HEIBERG] WELHAVEN,peJoaHW
 JOHAN SEBASTIAN [CAMMERMEYER] WELHAVEN,peJSW
 ERIK [THEODOR] WERENSKIOLD,peEWe
 HARALD [TITUS ALEXIS] WERGELAND,peHW
 [JOSEPH FRANTZ] OSCAR WERGELAND,peJFOW
 OSCAR [ARNOLD] WERGELAND,peOWe
 ALICE WERNER,peAW
" JULIUS WERTHER 
",peJWe
 JOHAN HERMAN WESSEL,peJHW
 HENRIC [LAURENTIUS] WESTIN,peHWes
 RAGNA [MARIE] f. Olsen WETTERGREN,peRWe
 [NIELS JACOB EMIL] NILS WICKSTRØM,peWick
 GUSTAV [JOHANNES] WIED,peGW
 [ANTON] WILHELM WIEHE,peAVW
 CARL/KARL WIENE,peKWi
 HARALD [OSSIAN] WIESELGREN,peHaWi
 [CARL] OSCAR WIJKANDER,peOW
 HERMANN WILBERG,peHWil
 ADOLF VON WILBRANDT,peAWi
 dr. WILLE,peDrWi
 HANS JACOB WILLE,peHJW
 MARIANNE VON f. Jung WILLEMER,peMW
 [PER] ANDERS [JOHAN] WILLMAN,peAWil
 CHRISTIAN [FREDERIK (Friedrich) EMIL] WILSTER,peCW
 I. WINCKEL,peIW
 JOHANN JOACHIM WINCKELMANN,peJJWi
 MOGENS [MOGENSEN] WINGAARD,peMMW
 PER [CARL] WINGE,pePWi
 [ERHARDT] FREDERIK (Friederich) WINKEL HORN,peFW
 HEDVIG [CHARLOTTA] f. Forsman WINTERHJELM/WINTER-HJELM,peHWi
 KRISTIAN ANASTAS WINTERHJELM/WINTER-HJELM,peKAWi
 FRITZ WITTE-WILD,peFWW
 ROMAN [MICHAEL] WOERNER,peRWo
 [KAREN] LUCIE f. Johannessen WOLF,peLW
 [JACOB WILHELM] NICOLAI WOLF,peJWNW
 FREDERIK HERMAN (Friedrich Hermann) WOLFHAGEN,peFWo
 CARSTEN [LÜTKEN] WOLL,peCLW
 LOUIS FRANÇOIS MICHEL RAYMOND WOLOWSKI,peLFMRW
 CHARLOTTE WOLTER,peCWo
 ALFRED [FREIHERR] VON WOLZOGEN,peAvWo
 [JOHAN] JAKOB WOXEN,peJW
 KARL (Carl Gustav Marius) WOXEN,peKW
 BERNHARD WULFF,peBW
 [CARL] ERIC [ADAM] ZACHRISON,peEZ
" RIKKA (Ulrikke Cathrine) f. og tidligere g. Schulerud ZEIER 
",peRSch
 herr ZIMMERMANN,peZi
 AUGUSTE (Gustava Sophia Agneta) f. Raddatz ZINCK,peAZ
 ÉMILE ZOLA,peEZol
 HEINRICH ZSCHALIG,peHZ
 DIKKEN (Henrikke Barbara Wind Daae) ZWILGMEYER,peDZ
 CLAES GUSTAF ÖSTBERG,peCGO
 VILHELM (Wilhelm) ØSTERGAARD,peViO
 HANS ÖSTERLING,peHOst
 GURLI (Johanna Carolina) (1883 g. Ulff) ÅBERG,peGA
 [CHRISTIAN] EBERHARD ÅBJÖRNSSON,peEAa
 WILLIAM [GOTTLIEB] ÅBJÖRNSSON,peWAb
 SVEA ÅHMAN,peSvA
 HENRIK ÅKERMAN,peHeA
 LOUISE JULIE JACQUETTE f. Liljencrantz ÅKERMAN,peLJA
 IDA [EMILIA] AALBERG,peIA
 CARL SIGVARDTH AAMODT,peCSAa
 [HANSINE] HENRIETTE ANDERSEN f. Vogt AARS,peHAA
 [JACOB] JONATHAN AARS,peJJAa
 IVAR [ANDREAS] AASEN,peIvAa
